    DATA;  ORA;DIR; VEL
20160101;12:50;240; 2,8
20160101;13:00;234; 3,7
20160101;13:10;235; 3,1
20160101;13:20;237; 3,0
20160101;13:30;231; 2,7
20160101;13:40;226; 2,8
20160101;13:50;234; 2,9
20160101;14:00;235; 2,3
20160101;14:10;261; 1,9
20160101;14:20;246; 2,3
20160101;14:30;246; 2,1
20160101;14:40;262; 2,3
20160101;14:50;249; 2,2
20160101;15:00;261; 2,5
20160101;15:10;306; 2,2
20160101;15:20;314; 1,9
20160101;15:30;310; 1,6
20160101;15:40;318; 1,5
20160101;15:50;322; 1,4
20160101;16:00;322; 1,1
20160101;16:10;329; 1,0
20160101;16:20; 20; 1,1
20160101;16:30; 31; 1,4
20160101;16:40; 35; 1,9
20160101;16:50; 43; 2,4
20160101;17:00; 14; 2,2
20160101;17:10; 25; 2,1
20160101;17:20; 31; 1,4
20160101;17:30; 37; 1,0
20160101;17:40; 44; 0,6
20160101;17:50;  -; 0,0
20160101;18:00;344; 1,2
20160101;18:10;  8; 1,3
20160101;18:20;340; 0,8
20160101;18:30; 19; 0,3
20160101;18:40;  -; 0,0
20160101;18:50;  1; 1,2
20160101;19:00;  4; 1,6
20160101;19:10;340; 1,1
20160101;19:20;343; 1,0
20160101;19:30;  0; 0,6
20160101;19:40;279; 0,0
20160101;19:50;276; 1,0
20160101;20:00;311; 0,9
20160101;20:10;348; 0,9
20160101;20:20;358; 1,4
20160101;20:30; 12; 1,5
20160101;20:40; 35; 1,6
20160101;20:50; 31; 1,5
20160101;21:00; 20; 1,6
20160101;21:10; 14; 0,5
20160101;21:20;  5; 0,6
20160101;21:30; 35; 1,0
20160101;21:40; 47; 0,5
20160101;21:50; 48; 1,4
20160101;22:00; 54; 2,4
20160101;22:10; 38; 1,5
20160101;22:20; 27; 0,6
20160101;22:30;  5; 0,7
20160101;22:40;  9; 0,8
20160101;22:50;344; 1,1
20160101;23:00;  6; 1,1
20160101;23:10;326; 1,0
20160101;23:20;348; 0,8
20160101;23:30;347; 0,9
20160101;23:40;  1; 0,8
20160101;23:50;357; 1,4
20160102;00:00;344; 1,2
20160102;00:10;342; 1,3
20160102;00:20;342; 1,3
20160102;00:30;346; 1,8
20160102;00:40;350; 1,8
20160102;00:50; 15; 1,2
20160102;01:00;  7; 0,8
20160102;01:10;333; 1,0
20160102;01:20;337; 1,2
20160102;01:30;347; 1,5
20160102;01:40; 26; 0,9
20160102;01:50;343; 1,1
20160102;02:00;338; 0,9
20160102;02:10; 18; 2,0
20160102;02:20; 28; 1,1
20160102;02:30;358; 1,0
20160102;02:40;302; 0,6
20160102;02:50; 49; 0,9
20160102;03:00; 25; 1,0
20160102;03:10; 64; 1,3
20160102;03:20; 36; 0,1
20160102;03:30; 62; 1,1
20160102;03:40; 62; 1,1
20160102;03:50; 14; 0,8
20160102;04:00; 29; 0,6
20160102;04:10;  -; 0,0
20160102;04:20;331; 0,6
20160102;04:30;281; 0,2
20160102;04:40; 15; 1,6
20160102;04:50; 47; 2,6
20160102;05:00; 44; 2,2
20160102;05:10; 48; 1,7
20160102;05:20; 58; 1,6
20160102;05:30; 60; 1,7
20160102;05:40; 59; 1,7
20160102;05:50; 68; 0,4
20160102;06:00;357; 0,3
20160102;06:10;344; 0,9
20160102;06:20;  2; 1,3
20160102;06:30; 13; 1,1
20160102;06:40; 12; 1,1
20160102;06:50; 26; 1,2
20160102;07:00; 32; 1,2
20160102;07:10; 38; 1,0
20160102;07:20; 28; 1,2
20160102;07:30; 35; 1,4
20160102;07:40; 51; 1,8
20160102;07:50; 55; 1,4
20160102;08:00; 46; 0,8
20160102;08:10; 27; 0,4
20160102;08:20;  -; 0,2
20160102;08:30; 49; 0,8
20160102;08:40; 46; 1,1
20160102;08:50; 42; 0,7
20160102;09:00; 27; 0,6
20160102;09:10; 30; 0,1
20160102;09:20;  -; 0,0
20160102;09:30;  -; 0,0
20160102;09:40;196; 0,2
20160102;09:50;150; 0,5
20160102;10:00;147; 1,1
20160102;10:10;140; 1,7
20160102;10:20;155; 1,2
20160102;10:30;182; 1,0
20160102;10:40;204; 1,2
20160102;10:50;217; 0,7
20160102;11:00;155; 0,4
20160102;11:10; 84; 0,3
20160102;11:20;166; 0,5
20160102;11:30;179; 0,9
20160102;11:40;121; 0,9
20160102;11:50;150; 0,6
20160102;12:00;107; 0,7
20160102;12:10;136; 0,7
20160102;12:20;156; 2,2
20160102;12:30;157; 3,0
20160102;12:40;166; 3,2
20160102;12:50;170; 3,0
20160102;13:00;159; 3,2
20160102;13:10;159; 3,5
20160102;13:20;173; 2,9
20160102;13:30;157; 2,3
20160102;13:40;141; 3,0
20160102;13:50;148; 3,6
20160102;14:00;139; 3,3
20160102;14:10;126; 3,1
20160102;14:20;105; 2,3
20160102;14:30;104; 2,6
20160102;14:40;111; 2,7
20160102;14:50;133; 3,5
20160102;15:00;162; 5,6
20160102;15:10;161; 4,4
20160102;15:20;157; 4,8
20160102;15:30;155; 5,0
20160102;15:40;154; 4,7
20160102;15:50;165; 6,8
20160102;16:00;159; 6,5
20160102;16:10;147; 5,7
20160102;16:20;141; 5,3
20160102;16:30;131; 4,7
20160102;16:40;121; 4,4
20160102;16:50;118; 4,5
20160102;17:00;118; 4,0
20160102;17:10;126; 4,3
20160102;17:20;116; 3,4
20160102;17:30;147; 5,2
20160102;17:40;170; 6,8
20160102;17:50;168; 7,1
20160102;18:00;172; 7,1
20160102;18:10;176; 7,0
20160102;18:20;179; 7,1
20160102;18:30;181; 6,4
20160102;18:40;162; 6,4
20160102;18:50;161; 7,5
20160102;19:00;159; 6,9
20160102;19:10;168; 7,6
20160102;19:20;170; 8,9
20160102;19:30;169; 9,2
20160102;19:40;165; 8,7
20160102;19:50;171; 9,2
20160102;20:00;165; 9,5
20160102;20:10;162; 8,3
20160102;20:20;166; 7,9
20160102;20:30;170; 7,8
20160102;20:40;166; 7,5
20160102;20:50;165; 7,4
20160102;21:00;160; 7,0
20160102;21:10;161; 6,9
20160102;21:20;167; 7,1
20160102;21:30;167; 6,7
20160102;21:40;158; 5,6
20160102;21:50;156; 5,5
20160102;22:00;158; 6,4
20160102;22:10;146; 5,5
20160102;22:20;150; 5,2
20160102;22:30;143; 4,4
20160102;22:40;131; 4,3
20160102;22:50;135; 4,4
20160102;23:00;141; 4,3
20160102;23:10;137; 4,1
20160102;23:20;136; 4,3
20160102;23:30;145; 4,7
20160102;23:40;150; 5,2
20160102;23:50;147; 4,7
20160103;00:00;136; 4,2
20160103;00:10;130; 3,4
20160103;00:20; 71; 2,2
20160103;00:30; 50; 2,5
20160103;00:40; 62; 2,3
20160103;00:50; 65; 1,9
20160103;01:00; 63; 1,8
20160103;01:10; 80; 1,9
20160103;01:20;105; 2,4
20160103;01:30;109; 1,1
20160103;01:40;106; 1,5
20160103;01:50;138; 2,6
20160103;02:00;134; 2,1
20160103;02:10;137; 2,0
20160103;02:20;129; 2,7
20160103;02:30;136; 3,1
20160103;02:40;132; 3,1
20160103;02:50;128; 2,2
20160103;03:00;107; 1,4
20160103;03:10; 90; 1,0
20160103;03:20; 82; 1,7
20160103;03:30; 71; 1,6
20160103;03:40;118; 2,2
20160103;03:50;115; 1,7
20160103;04:00; 85; 1,5
20160103;04:10;110; 2,2
20160103;04:20;178; 4,7
20160103;04:30;181; 5,6
20160103;04:40;181; 5,3
20160103;04:50;173; 5,1
20160103;05:00;165; 4,2
20160103;05:10;180; 5,7
20160103;05:20;182; 6,0
20160103;05:30;202; 8,5
20160103;05:40;197; 8,5
20160103;05:50;178; 7,2
20160103;06:00;186; 6,0
20160103;06:10;192; 5,3
20160103;06:20;202; 5,0
20160103;06:30;208; 5,5
20160103;06:40;210; 5,7
20160103;06:50;202; 5,5
20160103;07:00;185; 5,1
20160103;07:10;173; 6,2
20160103;07:20;191;10,1
20160103;07:30;200;11,1
20160103;07:40;198;11,0
20160103;07:50;199; 9,2
20160103;08:00;199;12,3
20160103;08:10;206;14,9
20160103;08:20;203;13,5
20160103;08:30;205;11,4
20160103;08:40;216;13,6
20160103;08:50;219;13,4
20160103;09:00;221;12,9
20160103;09:10;219;11,8
20160103;09:20;234;11,2
20160103;09:30;261; 9,4
20160103;09:40;293; 6,8
20160103;09:50;327; 6,0
20160103;10:00;349; 5,9
20160103;10:10;324; 4,0
20160103;10:20;334; 3,7
20160103;10:30;330; 3,3
20160103;10:40;310; 2,7
20160103;10:50;315; 2,0
20160103;11:00;306; 1,3
20160103;11:10;241; 1,0
20160103;11:20;241; 2,4
20160103;11:30;240; 2,8
20160103;11:40;259; 2,1
20160103;11:50;242; 2,9
20160103;12:00;234; 3,5
20160103;12:10;236; 3,8
20160103;12:20;224; 4,1
20160103;12:30;220; 2,1
20160103;12:40;212; 2,2
20160103;12:50;220; 1,5
20160103;13:00;235; 0,7
20160103;13:10;170; 0,4
20160103;13:20;160; 0,9
20160103;13:30;162; 1,0
20160103;13:40;162; 1,2
20160103;13:50;155; 1,7
20160103;14:00;119; 0,9
20160103;14:10;  3; 1,0
20160103;14:20;359; 1,3
20160103;14:30;304; 3,8
20160103;14:40;281; 3,7
20160103;14:50;253; 2,5
20160103;15:00;241; 2,7
20160103;15:10;219; 1,9
20160103;15:20;227; 2,6
20160103;15:30;243; 4,5
20160103;15:40;262; 4,0
20160103;15:50;262; 5,6
20160103;16:00;267; 4,5
20160103;16:10;289; 4,1
20160103;16:20;287; 4,1
20160103;16:30;300; 3,8
20160103;16:40;294; 3,9
20160103;16:50;295; 4,0
20160103;17:00;297; 5,1
20160103;17:10;300; 4,7
20160103;17:20;300; 4,6
20160103;17:30;285; 3,6
20160103;17:40;285; 2,8
20160103;17:50;317; 2,5
20160103;18:00;303; 2,1
20160103;18:10;304; 2,1
20160103;18:20;343; 1,9
20160103;18:30;341; 1,5
20160103;18:40;341; 0,6
20160103;18:50; 61; 0,2
20160103;19:00;  -; 0,0
20160103;19:10;140; 0,5
20160103;19:20;294; 0,4
20160103;19:30;305; 1,7
20160103;19:40;308; 1,8
20160103;19:50;303; 1,8
20160103;20:00;282; 1,4
20160103;20:10;264; 1,8
20160103;20:20;266; 2,3
20160103;20:30;282; 2,6
20160103;20:40;302; 3,2
20160103;20:50;310; 3,0
20160103;21:00;308; 2,3
20160103;21:10;296; 2,7
20160103;21:20;287; 2,6
20160103;21:30;298; 2,6
20160103;21:40;300; 2,9
20160103;21:50;303; 2,2
20160103;22:00;300; 1,9
20160103;22:10;321; 2,4
20160103;22:20;292; 2,3
20160103;22:30;331; 1,5
20160103;22:40;346; 0,7
20160103;22:50;  3; 0,4
20160103;23:00; 12; 0,4
20160103;23:10;307; 0,3
20160103;23:20; 45; 0,2
20160103;23:30;284; 0,1
20160103;23:40;318; 1,2
20160103;23:50;342; 1,0
20160104;00:00;342; 1,1
20160104;00:10; 36; 0,6
20160104;00:20; 35; 0,8
20160104;00:30; 42; 1,0
20160104;00:40; 55; 1,6
20160104;00:50; 59; 1,4
20160104;01:00; 50; 2,0
20160104;01:10; 54; 2,1
20160104;01:20; 49; 2,3
20160104;01:30; 50; 2,2
20160104;01:40; 41; 2,2
20160104;01:50; 49; 2,7
20160104;02:00; 46; 3,2
20160104;02:10; 46; 3,0
20160104;02:20; 46; 3,1
20160104;02:30; 59; 3,1
20160104;02:40; 53; 3,2
20160104;02:50; 47; 3,1
20160104;03:00; 50; 2,7
20160104;03:10; 52; 2,9
20160104;03:20; 53; 3,1
20160104;03:30; 73; 2,7
20160104;03:40; 68; 2,9
20160104;03:50; 65; 3,1
20160104;04:00; 50; 2,9
20160104;04:10; 50; 2,9
20160104;04:20; 42; 3,1
20160104;04:30; 47; 3,3
20160104;04:40; 47; 3,6
20160104;04:50; 46; 3,7
20160104;05:00; 41; 3,5
20160104;05:10; 44; 4,0
20160104;05:20; 46; 3,9
20160104;05:30; 45; 3,9
20160104;05:40; 45; 4,2
20160104;05:50; 41; 4,2
20160104;06:00; 40; 4,2
20160104;06:10; 44; 4,1
20160104;06:20; 59; 4,0
20160104;06:30; 66; 3,8
20160104;06:40; 48; 4,5
20160104;06:50; 44; 4,3
20160104;07:00; 50; 4,3
20160104;07:10; 47; 4,7
20160104;07:20; 54; 4,1
20160104;07:30; 70; 3,9
20160104;07:40; 62; 4,0
20160104;07:50; 55; 3,6
20160104;08:00; 57; 3,8
20160104;08:10; 58; 3,7
20160104;08:20; 63; 4,1
20160104;08:30; 60; 3,7
20160104;08:40; 61; 3,0
20160104;08:50; 64; 2,3
20160104;09:00; 45; 2,1
20160104;09:10; 53; 2,1
20160104;09:20; 96; 2,0
20160104;09:30;151; 6,0
20160104;09:40;174; 8,7
20160104;09:50;166; 9,5
20160104;10:00;162; 9,2
20160104;10:10;160; 9,5
20160104;10:20;162; 9,4
20160104;10:30;165; 8,6
20160104;10:40;165; 8,1
20160104;10:50;162; 7,5
20160104;11:00;170; 6,9
20160104;11:10;180; 7,2
20160104;11:20;176; 8,5
20160104;11:30;166; 7,9
20160104;11:40;149; 7,3
20160104;11:50;132; 5,8
20160104;12:00;119; 4,7
20160104;12:10;120; 4,1
20160104;12:20;130; 4,8
20160104;12:30;121; 3,4
20160104;12:40;134; 4,3
20160104;12:50;126; 3,7
20160104;13:00;146; 5,1
20160104;13:10;162; 5,6
20160104;13:20;185; 6,5
20160104;13:30;198; 7,7
20160104;13:40;192; 7,7
20160104;13:50;188; 6,6
20160104;14:00;191; 6,5
20160104;14:10;194; 7,0
20160104;14:20;198; 8,0
20160104;14:30;196; 8,5
20160104;14:40;195; 8,6
20160104;14:50;194; 8,5
20160104;15:00;193; 7,3
20160104;15:10;177; 6,2
20160104;15:20;160; 6,2
20160104;15:30;151; 5,3
20160104;15:40;148; 5,5
20160104;15:50;135; 4,4
20160104;16:00;157; 5,4
20160104;16:10;153; 5,2
20160104;16:20;171; 5,4
20160104;16:30;169; 5,9
20160104;16:40;172; 6,0
20160104;16:50;176; 5,8
20160104;17:00;177; 5,0
20160104;17:10;185; 5,3
20160104;17:20;186; 5,3
20160104;17:30;186; 5,1
20160104;17:40;185; 4,7
20160104;17:50;181; 5,9
20160104;18:00;195; 5,9
20160104;18:10;210; 5,6
20160104;18:20;212; 5,3
20160104;18:30;228; 3,1
20160104;18:40;296; 1,9
20160104;18:50;241; 2,4
20160104;19:00;269; 2,0
20160104;19:10; 11; 1,1
20160104;19:20; 32; 1,5
20160104;19:30; 36; 0,9
20160104;19:40;  -; 0,1
20160104;19:50; 12; 0,1
20160104;20:00;285; 0,6
20160104;20:10;347; 0,8
20160104;20:20; 16; 1,2
20160104;20:30;  6; 1,8
20160104;20:40;  2; 1,6
20160104;20:50;348; 1,0
20160104;21:00;355; 1,7
20160104;21:10; 58; 3,2
20160104;21:20; 64; 3,8
20160104;21:30; 33; 2,1
20160104;21:40;358; 1,7
20160104;21:50; 12; 1,4
20160104;22:00; 53; 3,4
20160104;22:10; 15; 1,7
20160104;22:20;351; 1,8
20160104;22:30;340; 0,8
20160104;22:40;143; 0,7
20160104;22:50; 70; 0,8
20160104;23:00; 13; 0,7
20160104;23:10;  3; 1,1
20160104;23:20;359; 1,0
20160104;23:30;356; 0,7
20160104;23:40;  3; 1,4
20160104;23:50; 29; 0,3
20160105;00:00; 22; 0,1
20160105;00:10; 19; 1,0
20160105;00:20; 20; 0,8
20160105;00:30;112; 0,3
20160105;00:40; 15; 0,1
20160105;00:50; 49; 1,3
20160105;01:00; 61; 2,4
20160105;01:10;110; 1,2
20160105;01:20;123; 0,4
20160105;01:30; 31; 0,7
20160105;01:40; 44; 0,4
20160105;01:50; 14; 0,6
20160105;02:00;358; 0,6
20160105;02:10; 56; 0,4
20160105;02:20;119; 0,5
20160105;02:30;155; 2,4
20160105;02:40;109; 2,8
20160105;02:50; 39; 1,4
20160105;03:00; 48; 1,1
20160105;03:10; 56; 2,1
20160105;03:20; 53; 2,6
20160105;03:30; 49; 3,7
20160105;03:40; 51; 3,6
20160105;03:50; 49; 2,9
20160105;04:00; 54; 2,9
20160105;04:10; 51; 2,6
20160105;04:20; 27; 1,2
20160105;04:30; 51; 1,8
20160105;04:40; 63; 2,8
20160105;04:50; 52; 1,9
20160105;05:00; 50; 2,5
20160105;05:10; 50; 2,5
20160105;05:20; 62; 1,2
20160105;05:30; 61; 1,0
20160105;05:40; 54; 1,3
20160105;05:50; 65; 2,0
20160105;06:00; 78; 0,6
20160105;06:10; 85; 0,4
20160105;06:20;120; 0,1
20160105;06:30;151; 1,4
20160105;06:40;158; 2,9
20160105;06:50;144; 3,0
20160105;07:00;117; 1,7
20160105;07:10;135; 1,9
20160105;07:20;144; 1,8
20160105;07:30; 88; 1,8
20160105;07:40; 58; 0,6
20160105;07:50; 58; 2,2
20160105;08:00; 55; 2,5
20160105;08:10; 58; 1,9
20160105;08:20; 67; 1,6
20160105;08:30; 32; 0,5
20160105;08:40;  -; 0,0
20160105;08:50;143; 1,0
20160105;09:00;145; 1,0
20160105;09:10; 17; 2,4
20160105;09:20; 37; 0,5
20160105;09:30; 49; 1,1
20160105;09:40; 74; 0,3
20160105;09:50; 20; 0,9
20160105;10:00;  2; 0,9
20160105;10:10; 11; 0,9
20160105;10:20;  0; 0,5
20160105;10:30;165; 0,3
20160105;10:40;147; 0,5
20160105;10:50; 18; 0,0
20160105;11:00; 39; 1,8
20160105;11:10; 55; 2,0
20160105;11:20; 70; 2,3
20160105;11:30; 73; 2,2
20160105;11:40; 87; 2,1
20160105;11:50; 78; 1,4
20160105;12:00; 82; 1,8
20160105;12:10; 90; 1,9
20160105;12:20; 79; 1,8
20160105;12:30; 81; 2,2
20160105;12:40; 81; 2,7
20160105;12:50; 73; 2,5
20160105;13:00; 69; 2,6
20160105;13:10; 63; 2,7
20160105;13:20; 64; 2,6
20160105;13:30; 68; 3,0
20160105;13:40; 74; 3,2
20160105;13:50; 66; 2,9
20160105;14:00; 53; 2,0
20160105;14:10; 40; 1,3
20160105;14:20; 53; 1,3
20160105;14:30; 97; 2,4
20160105;14:40; 83; 2,1
20160105;14:50; 79; 2,3
20160105;15:00; 82; 2,2
20160105;15:10; 77; 2,8
20160105;15:20; 80; 2,9
20160105;15:30; 87; 2,8
20160105;15:40; 99; 3,1
20160105;15:50; 78; 2,9
20160105;16:00; 78; 2,9
20160105;16:10; 70; 3,4
20160105;16:20; 78; 4,1
20160105;16:30; 65; 3,1
20160105;16:40; 74; 3,3
20160105;16:50; 70; 3,1
20160105;17:00; 60; 3,0
20160105;17:10; 68; 3,2
20160105;17:20; 63; 3,6
20160105;17:30; 59; 3,4
20160105;17:40; 75; 3,6
20160105;17:50; 86; 2,9
20160105;18:00; 93; 1,8
20160105;18:10; 47; 1,4
20160105;18:20; 46; 2,5
20160105;18:30; 96; 3,1
20160105;18:40;132; 5,3
20160105;18:50;148; 5,6
20160105;19:00;177; 5,8
20160105;19:10;180; 5,8
20160105;19:20;177; 5,7
20160105;19:30;144; 4,1
20160105;19:40;145; 4,2
20160105;19:50;158; 3,8
20160105;20:00;182; 5,2
20160105;20:10;191; 7,0
20160105;20:20;201; 7,7
20160105;20:30;204; 7,5
20160105;20:40;207; 7,2
20160105;20:50;205; 7,4
20160105;21:00;213; 6,8
20160105;21:10;209; 7,9
20160105;21:20;204; 9,5
20160105;21:30;204; 9,2
20160105;21:40;200; 8,9
20160105;21:50;202; 8,7
20160105;22:00;199; 9,0
20160105;22:10;193; 7,9
20160105;22:20;195; 9,3
20160105;22:30;205; 8,2
20160105;22:40;210; 7,3
20160105;22:50;213; 7,4
20160105;23:00;214; 7,3
20160105;23:10;222; 6,7
20160105;23:20;222; 5,8
20160105;23:30;217; 6,8
20160105;23:40;211; 6,7
20160105;23:50;209; 6,0
20160106;00:00;204; 6,0
20160106;00:10;210; 7,2
20160106;00:20;222; 7,1
20160106;00:30;223; 6,4
20160106;00:40;210; 5,8
20160106;00:50;211; 5,4
20160106;01:00;197; 6,1
20160106;01:10;197; 6,1
20160106;01:20;199; 5,9
20160106;01:30;202; 6,8
20160106;01:40;200; 7,2
20160106;01:50;203; 6,9
20160106;02:00;218; 7,6
20160106;02:10;211; 6,2
20160106;02:20;236; 5,4
20160106;02:30;228; 2,4
20160106;02:40;186; 3,1
20160106;02:50;210; 3,3
20160106;03:00;182; 1,8
20160106;03:10;150; 1,7
20160106;03:20;200; 1,3
20160106;03:30;240; 1,0
20160106;03:40;247; 0,9
20160106;03:50;247; 0,9
20160106;04:00;176; 0,9
20160106;04:10; 98; 0,6
20160106;04:20; 52; 1,4
20160106;04:30;271; 2,2
20160106;04:40;244; 2,4
20160106;04:50;244; 2,4
20160106;05:00;231; 1,2
20160106;05:10;286; 1,4
20160106;05:20;297; 1,1
20160106;05:30;242; 0,3
20160106;05:40;100; 0,6
20160106;05:50; 71; 1,2
20160106;06:00; 60; 1,8
20160106;06:10;101; 2,1
20160106;06:20;140; 3,2
20160106;06:30;184; 4,4
20160106;06:40;178; 4,7
20160106;06:50;182; 4,7
20160106;07:00;182; 5,1
20160106;07:10;192; 3,4
20160106;07:20;197; 2,7
20160106;07:30;200; 3,0
20160106;07:40;213; 3,8
20160106;07:50;219; 4,8
20160106;08:00;218; 5,6
20160106;08:10;223; 5,8
20160106;08:20;224; 5,1
20160106;08:30;208; 4,6
20160106;08:40;200; 6,0
20160106;08:50;189; 6,4
20160106;09:00;201; 5,4
20160106;09:10;210; 4,7
20160106;09:20;197; 3,1
20160106;09:30;112; 3,0
20160106;09:40;130; 1,1
20160106;09:50;255; 2,0
20160106;10:00;222; 1,3
20160106;10:10;207; 2,9
20160106;10:20;209; 5,8
20160106;10:30;207; 7,2
20160106;10:40;218; 7,2
20160106;10:50;217; 7,2
20160106;11:00;216; 5,1
20160106;11:10;214; 5,1
20160106;11:20;215; 4,5
20160106;11:30;212; 4,3
20160106;11:40;216; 5,4
20160106;11:50;212; 5,2
20160106;12:00;207; 4,9
20160106;12:10;227; 3,8
20160106;12:20;238; 2,4
20160106;12:30;255; 2,7
20160106;12:40;289; 4,5
20160106;12:50;302; 4,1
20160106;13:00;309; 3,6
20160106;13:10;302; 2,9
20160106;13:20;307; 1,7
20160106;13:30;350; 1,2
20160106;13:40;270; 0,5
20160106;13:50;221; 1,2
20160106;14:00;221; 1,2
20160106;14:10;123; 0,7
20160106;14:20;120; 0,4
20160106;14:30;195; 0,2
20160106;14:40;199; 2,5
20160106;14:50;219; 1,7
20160106;15:00;208; 3,5
20160106;15:10;205; 5,4
20160106;15:20;204; 3,8
20160106;15:30;198; 4,8
20160106;15:40;183; 5,5
20160106;15:50;193; 7,1
20160106;16:00;209; 6,9
20160106;16:10;221; 7,5
20160106;16:20;229; 8,9
20160106;16:30;234;10,3
20160106;16:40;233;10,5
20160106;16:50;247; 7,3
20160106;17:00;289; 3,7
20160106;17:10;289; 3,5
20160106;17:20;307; 3,5
20160106;17:30;254; 3,6
20160106;17:40;244; 5,1
20160106;17:50;245; 9,6
20160106;18:00;239;10,8
20160106;18:10;257; 7,2
20160106;18:20;251; 5,6
20160106;18:30;247; 6,3
20160106;18:40;262; 6,9
20160106;18:50;273; 6,0
20160106;19:00;322; 5,2
20160106;19:10;324; 5,4
20160106;19:20;317; 3,3
20160106;19:30;325; 5,2
20160106;19:40;319; 5,3
20160106;19:50;323; 5,9
20160106;20:00;309; 4,2
20160106;20:10;280; 3,2
20160106;20:20;262; 2,2
20160106;20:30;  1; 3,3
20160106;20:40;316; 3,0
20160106;20:50;301; 3,4
20160106;21:00;277; 4,5
20160106;21:10;288; 5,5
20160106;21:20;284; 5,7
20160106;21:30;293; 4,9
20160106;21:40;311; 4,9
20160106;21:50;333; 5,3
20160106;22:00;328; 5,6
20160106;22:10;322; 6,5
20160106;22:20;322; 6,3
20160106;22:30;325; 6,7
20160106;22:40;325; 6,7
20160106;22:50;325; 7,3
20160106;23:00;324; 7,1
20160106;23:10;322; 5,7
20160106;23:20;322; 5,7
20160106;23:30;322; 3,7
20160106;23:40;326; 4,0
20160106;23:50;334; 4,3
20160107;00:00;338; 3,8
20160107;00:10;340; 3,9
20160107;00:20;336; 4,1
20160107;00:30;330; 4,0
20160107;00:40;320; 3,1
20160107;00:50;308; 3,5
20160107;01:00;303; 3,8
20160107;01:10;300; 3,9
20160107;01:20;329; 3,7
20160107;01:30;327; 2,9
20160107;01:40;307; 1,5
20160107;01:50;308; 1,8
20160107;02:00;316; 1,5
20160107;02:10;304; 1,1
20160107;02:20;339; 1,4
20160107;02:30;333; 1,1
20160107;02:40;331; 1,6
20160107;02:50;312; 1,6
20160107;03:00;316; 1,3
20160107;03:10;327; 1,3
20160107;03:20;355; 0,9
20160107;03:30; 15; 1,7
20160107;03:40;  3; 1,5
20160107;03:50;342; 1,8
20160107;04:00;351; 1,4
20160107;04:10;355; 1,3
20160107;04:20;337; 2,1
20160107;04:30;346; 2,1
20160107;04:40;342; 2,5
20160107;04:50;334; 2,6
20160107;05:00;332; 3,2
20160107;05:10;326; 3,0
20160107;05:20;304; 1,9
20160107;05:30;283; 2,5
20160107;05:40;286; 3,2
20160107;05:50;297; 2,7
20160107;06:00;312; 1,8
20160107;06:10;298; 4,0
20160107;06:20;321; 3,5
20160107;06:30;311; 4,0
20160107;06:40;299; 5,0
20160107;06:50;301; 5,6
20160107;07:00;295; 5,2
20160107;07:10;289; 5,7
20160107;07:20;281; 7,0
20160107;07:30;279; 8,0
