    DATA;  ORA;DIR; VEL
20210102;02:20;167; 9,3
20210102;02:30;164; 9,3
20210102;02:40;155; 8,1
20210102;02:50;155; 9,0
20210102;03:00;161; 8,0
20210102;03:10;165; 9,1
20210102;03:20;161; 9,2
20210102;03:30;159; 8,5
20210102;03:40;157; 9,0
20210102;03:50;147; 8,8
20210102;04:00;155; 9,2
20210102;04:10;157; 8,8
20210102;04:20;159; 9,3
20210102;04:30;148; 8,8
20210102;04:40;148; 8,8
20210102;04:50;154; 9,8
20210102;05:00;150;10,3
20210102;05:10;152;10,5
20210102;05:20;153;11,5
20210102;05:30;151;10,2
20210102;05:40;161;10,8
20210102;05:50;157;11,3
20210102;06:00;157;10,8
20210102;06:10;156;11,3
20210102;06:20;154;11,0
20210102;06:30;153;10,6
20210102;06:40;151;11,4
20210102;06:50;151;10,6
20210102;07:00;153;11,3
20210102;07:10;154;11,6
20210102;07:20;154;11,7
20210102;07:30;150;11,9
20210102;07:40;151;12,5
20210102;07:50;153;13,5
20210102;08:00;153;12,8
20210102;08:10;154;12,2
20210102;08:20;153;12,2
20210102;08:30;153;12,7
20210102;08:40;155;13,6
20210102;08:50;157;13,2
20210102;09:00;160;14,2
20210102;09:10;159;12,0
20210102;09:20;166;12,7
20210102;09:30;190;12,0
20210102;09:40;170;12,3
20210102;09:50;163;14,3
20210102;10:00;161;13,8
20210102;10:10;160;14,3
20210102;10:20;157;14,5
20210102;10:30;159;15,0
20210102;10:40;156;12,2
20210102;10:50;159;14,9
20210102;11:00;159;14,1
20210102;11:10;157;14,2
20210102;11:20;158;14,9
20210102;11:30;157;13,9
20210102;11:40;159;13,6
20210102;11:50;158;13,1
20210102;12:00;160;13,7
20210102;12:10;163;13,7
20210102;12:20;156;12,3
20210102;12:30;158;11,6
20210102;12:40;160;12,9
20210102;12:50;158;11,0
20210102;13:00;159;10,5
20210102;13:10;156;11,3
20210102;13:20;156;11,4
20210102;13:30;153;10,1
20210102;13:40;153;10,7
20210102;13:50;152;10,4
20210102;14:00;155;11,5
20210102;14:10;153;11,9
20210102;14:20;158;12,7
20210102;14:30;153;10,8
20210102;14:40;149;11,5
20210102;14:50;150;10,5
20210102;15:00;152;10,8
20210102;15:10;151;10,4
20210102;15:20;155;10,8
20210102;15:30;156;10,3
20210102;15:40;154;11,3
20210102;15:50;154;11,4
20210102;16:00;143; 9,3
20210102;16:10;142;10,5
20210102;16:20;154;10,0
20210102;16:30;163;10,8
20210102;16:40;162;12,3
20210102;16:50;168;10,8
20210102;17:00;169;11,0
20210102;17:10;173;10,4
20210102;17:20;165; 8,8
20210102;17:30;175; 8,8
20210102;17:40;178; 9,3
20210102;17:50;176; 8,5
20210102;18:00;170; 9,4
20210102;18:10;168;11,0
20210102;18:20;162; 7,9
20210102;18:30;151; 7,1
20210102;18:40;155; 7,0
20210102;18:50;151; 6,5
20210102;19:00;162; 6,9
20210102;19:10;170; 8,6
20210102;19:20;176; 8,3
20210102;19:30;177; 8,5
20210102;19:40;172; 8,9
20210102;19:50;171; 7,4
20210102;20:00;171; 7,0
20210102;20:10;173; 7,1
20210102;20:20;183; 6,3
20210102;20:30;189; 6,4
20210102;20:40;192; 6,7
20210102;20:50;192; 6,4
20210102;21:00;186; 6,0
20210102;21:10;185; 6,8
20210102;21:20;187; 6,7
20210102;21:30;191; 6,2
20210102;21:40;189; 6,0
20210102;21:50;187; 5,4
20210102;22:00;183; 5,7
20210102;22:10;173; 6,2
20210102;22:20;167; 6,2
20210102;22:30;170; 6,7
20210102;22:40;173; 6,8
20210102;22:50;188; 6,0
20210102;23:00;195; 6,1
20210102;23:10;196; 5,8
20210102;23:20;190; 5,4
20210102;23:30;194; 5,1
20210102;23:40;193; 4,9
20210102;23:50;180; 4,6
20210103;00:00;168; 4,3
20210103;00:10;139; 4,0
20210103;00:20;118; 3,9
20210103;00:30;120; 3,4
20210103;00:40;121; 3,4
20210103;00:50;134; 2,8
20210103;01:00;160; 2,4
20210103;01:10;137; 1,6
20210103;01:20; 11; 1,5
20210103;01:30;  1; 1,2
20210103;01:40;347; 1,1
20210103;01:50;355; 1,0
20210103;02:00; 20; 1,0
20210103;02:10; 59; 2,3
20210103;02:20; 61; 2,5
20210103;02:30; 61; 3,1
20210103;02:40; 59; 2,8
20210103;02:50; 44; 2,8
20210103;03:00; 17; 2,4
20210103;03:10; 58; 2,9
20210103;03:20; 62; 3,1
20210103;03:30; 61; 3,8
20210103;03:40; 60; 3,3
20210103;03:50; 69; 3,6
20210103;04:00; 62; 3,2
20210103;04:10; 62; 3,5
20210103;04:20; 69; 3,5
20210103;04:30; 65; 3,4
20210103;04:40; 58; 2,8
20210103;04:50; 50; 3,3
20210103;05:00; 52; 3,7
20210103;05:10; 48; 3,0
20210103;05:20; 46; 2,5
20210103;05:30; 36; 1,6
20210103;05:40; 38; 2,6
20210103;05:50; 12; 2,0
20210103;06:00; 57; 1,5
20210103;06:10; 44; 1,4
20210103;06:20; 52; 2,3
20210103;06:30; 60; 2,2
20210103;06:40; 46; 1,7
20210103;06:50; 55; 2,9
20210103;07:00; 55; 3,8
20210103;07:10; 45; 3,7
20210103;07:20; 52; 3,4
20210103;07:30; 34; 2,0
20210103;07:40; 53; 2,3
20210103;07:50; 57; 1,9
20210103;08:00; 59; 2,0
20210103;08:10; 58; 2,4
20210103;08:20; 64; 2,2
20210103;08:30; 57; 1,8
20210103;08:40; 62; 1,7
20210103;08:50; 50; 1,4
20210103;09:00; 64; 1,5
20210103;09:10; 74; 1,9
20210103;09:20; 85; 1,6
20210103;09:30;121; 1,4
20210103;09:40;172; 1,8
20210103;09:50;192; 3,7
20210103;10:00;195; 4,6
20210103;10:10;183; 5,2
20210103;10:20;186; 5,4
20210103;10:30;179; 5,9
20210103;10:40;177; 6,0
20210103;10:50;172; 5,9
20210103;11:00;177; 5,9
20210103;11:10;168; 5,3
20210103;11:20;171; 5,0
20210103;11:30;168; 4,8
20210103;11:40;165; 4,7
20210103;11:50;157; 4,7
20210103;12:00;155; 4,7
20210103;12:10;155; 5,5
20210103;12:20;175; 6,1
20210103;12:30;184; 5,6
20210103;12:40;189; 5,2
20210103;12:50;201; 4,9
20210103;13:00;198; 4,9
20210103;13:10;197; 4,9
20210103;13:20;209; 3,9
20210103;13:30;221; 3,2
20210103;13:40;231; 4,9
20210103;13:50;240; 6,0
20210103;14:00;291; 5,0
20210103;14:10;311; 4,0
20210103;14:20;329; 5,5
20210103;14:30;321; 4,0
20210103;14:40;326; 3,0
20210103;14:50;332; 3,2
20210103;15:00;322; 3,9
20210103;15:10;318; 3,5
20210103;15:20;322; 3,5
20210103;15:30;330; 2,7
20210103;15:40;312; 1,9
20210103;15:50;311; 1,9
20210103;16:00;309; 2,0
20210103;16:10;304; 1,4
20210103;16:20;310; 1,0
20210103;16:30;300; 2,0
20210103;16:40;300; 2,6
20210103;16:50;317; 2,5
20210103;17:00;354; 1,6
20210103;17:10;344; 1,6
20210103;17:20;326; 2,4
20210103;17:30;313; 3,2
20210103;17:40;308; 2,6
20210103;17:50;318; 3,0
20210103;18:00;319; 3,3
20210103;18:10;327; 3,1
20210103;18:20;327; 2,1
20210103;18:30;346; 1,8
20210103;18:40; 43; 1,5
20210103;18:50; 23; 1,5
20210103;19:00; 21; 1,4
20210103;19:10; 74; 2,3
20210103;19:20; 61; 2,2
20210103;19:30; 49; 1,7
20210103;19:40; 58; 1,5
20210103;19:50; 20; 1,3
20210103;20:00; 39; 1,6
20210103;20:10; 11; 1,5
20210103;20:20; 24; 1,1
20210103;20:30; 64; 1,9
20210103;20:40; 54; 1,8
20210103;20:50; 25; 1,7
20210103;21:00; 58; 2,0
20210103;21:10; 62; 2,3
20210103;21:20; 67; 2,7
20210103;21:30; 73; 3,9
20210103;21:40; 67; 3,1
20210103;21:50; 63; 2,8
20210103;22:00; 52; 3,1
20210103;22:10; 43; 2,8
20210103;22:20; 53; 2,6
20210103;22:30;  3; 2,2
20210103;22:40; 35; 1,9
20210103;22:50; 34; 1,3
20210103;23:00; 65; 1,4
20210103;23:10; 65; 1,5
20210103;23:20; 65; 2,2
20210103;23:30; 59; 3,8
20210103;23:40; 59; 3,1
20210103;23:50; 70; 3,3
20210104;00:00; 57; 3,7
20210104;00:10; 54; 3,4
20210104;00:20; 60; 3,6
20210104;00:30; 60; 3,8
20210104;00:40; 46; 2,8
20210104;00:50; 45; 3,5
20210104;01:00; 55; 3,6
20210104;01:10; 53; 3,4
20210104;01:20; 48; 3,7
20210104;01:30; 49; 3,7
20210104;01:40; 50; 3,2
20210104;01:50; 48; 2,4
20210104;02:00; 36; 2,2
20210104;02:10; 27; 2,1
20210104;02:20;306; 2,5
20210104;02:30;302; 2,2
20210104;02:40;317; 2,5
20210104;02:50;341; 2,0
20210104;03:00;326; 2,3
20210104;03:10;329; 2,2
20210104;03:20;326; 2,9
20210104;03:30;322; 2,0
20210104;03:40;330; 2,1
20210104;03:50;  0; 2,2
20210104;04:00; 42; 1,5
20210104;04:10; 67; 2,3
20210104;04:20; 56; 1,9
20210104;04:30; 77; 2,0
20210104;04:40; 82; 2,3
20210104;04:50; 81; 2,8
20210104;05:00; 78; 2,5
20210104;05:10; 75; 2,7
20210104;05:20; 79; 2,7
20210104;05:30; 63; 2,4
20210104;05:40; 80; 3,1
20210104;05:50; 69; 2,7
20210104;06:00; 70; 2,4
20210104;06:10; 53; 2,0
20210104;06:20; 51; 2,6
20210104;06:30; 66; 2,3
20210104;06:40; 68; 1,9
20210104;06:50; 67; 2,3
20210104;07:00; 61; 2,9
20210104;07:10; 51; 2,6
20210104;07:20; 47; 2,2
20210104;07:30; 45; 2,2
20210104;07:40; 49; 2,4
20210104;07:50; 51; 2,3
20210104;08:00; 16; 1,5
20210104;08:10;271; 2,2
20210104;08:20;279; 1,7
20210104;08:30;281; 1,3
20210104;08:40;260; 2,4
20210104;08:50;292; 2,9
20210104;09:00;281; 2,6
20210104;09:10;323; 2,4
20210104;09:20;321; 2,4
20210104;09:30;317; 2,8
20210104;09:40;302; 1,6
20210104;09:50;345; 0,8
20210104;10:00;340; 1,1
20210104;10:10; 33; 1,1
20210104;10:20; 34; 1,2
20210104;10:30; 50; 1,4
20210104;10:40; 33; 0,9
20210104;10:50; 47; 0,8
20210104;11:00; 21; 0,6
20210104;11:10;101; 0,7
20210104;11:20;152; 1,2
20210104;11:30;219; 1,6
20210104;11:40;235; 2,8
20210104;11:50;239; 2,9
20210104;12:00;252; 2,7
20210104;12:10;249; 4,1
20210104;12:20;249; 4,5
20210104;12:30;256; 4,1
20210104;12:40;256; 3,7
20210104;12:50;244; 4,1
20210104;13:00;249; 3,7
20210104;13:10;243; 4,0
20210104;13:20;239; 4,2
20210104;13:30;239; 3,7
20210104;13:40;242; 4,1
20210104;13:50;240; 4,6
20210104;14:00;237; 4,2
20210104;14:10;236; 4,3
20210104;14:20;239; 3,9
20210104;14:30;238; 3,6
20210104;14:40;235; 2,4
20210104;14:50;227; 2,4
20210104;15:00;211; 2,4
20210104;15:10;223; 3,3
20210104;15:20;250; 4,5
20210104;15:30;266; 4,0
20210104;15:40;264; 3,9
20210104;15:50;277; 3,2
20210104;16:00;283; 2,7
20210104;16:10;270; 2,6
20210104;16:20;281; 2,2
20210104;16:30;279; 2,3
20210104;16:40;259; 3,4
20210104;16:50;260; 3,1
20210104;17:00;252; 4,5
20210104;17:10;257; 4,0
20210104;17:20;338; 1,8
20210104;17:30;329; 1,9
20210104;17:40;320; 1,5
20210104;17:50;  3; 2,0
20210104;18:00; 55; 2,2
20210104;18:10; 57; 1,9
20210104;18:20; 24; 0,8
20210104;18:30; 15; 0,8
20210104;18:40; 10; 1,1
20210104;18:50;359; 1,2
20210104;19:00;359; 1,8
20210104;19:10;355; 1,7
20210104;19:20;328; 2,6
20210104;19:30;336; 2,8
20210104;19:40;326; 2,7
20210104;19:50;328; 2,8
20210104;20:00;325; 2,9
20210104;20:10;330; 2,4
20210104;20:20;345; 2,8
20210104;20:30;329; 2,8
20210104;20:40;330; 1,9
20210104;20:50; 49; 1,0
20210104;21:00;108; 0,6
20210104;21:10;325; 1,1
20210104;21:20;332; 1,5
20210104;21:30;325; 2,2
20210104;21:40;327; 2,3
20210104;21:50;335; 2,1
20210104;22:00;  3; 1,7
20210104;22:10;  8; 1,3
20210104;22:20;352; 1,8
20210104;22:30;331; 2,3
20210104;22:40;322; 2,0
20210104;22:50;330; 2,2
20210104;23:00;352; 1,9
20210104;23:10;348; 1,0
20210104;23:20;350; 1,1
20210104;23:30;  2; 1,1
20210104;23:40; 55; 3,1
20210104;23:50; 94; 2,0
20210105;00:00;103; 1,1
20210105;00:10; 44; 1,5
20210105;00:20; 54; 2,2
20210105;00:30; 38; 1,8
20210105;00:40; 45; 2,5
20210105;00:50; 59; 2,8
20210105;01:00; 49; 3,0
20210105;01:10; 52; 3,1
20210105;01:20; 59; 3,3
20210105;01:30; 57; 2,7
20210105;01:40; 27; 1,1
20210105;01:50; 48; 1,7
20210105;02:00; 64; 2,5
20210105;02:10; 44; 1,8
20210105;02:20; 42; 0,9
20210105;02:30; 77; 1,7
20210105;02:40; 69; 1,2
20210105;02:50; 41; 1,2
20210105;03:00; 19; 1,2
20210105;03:10; 57; 2,2
20210105;03:20; 59; 1,8
20210105;03:30; 53; 2,2
20210105;03:40; 58; 2,4
20210105;03:50; 47; 2,2
20210105;04:00; 58; 2,8
20210105;04:10; 55; 3,4
20210105;04:20; 58; 3,0
20210105;04:30; 44; 2,3
20210105;04:40; 64; 3,3
20210105;04:50; 61; 3,6
20210105;05:00; 62; 3,7
20210105;05:10; 65; 3,1
20210105;05:20; 61; 3,8
20210105;05:30; 60; 3,6
20210105;05:40; 59; 3,9
20210105;05:50; 59; 3,9
20210105;06:00; 56; 4,2
20210105;06:10; 56; 4,4
20210105;06:20; 50; 4,1
20210105;06:30; 55; 4,5
20210105;06:40; 59; 4,3
20210105;06:50; 67; 4,3
20210105;07:00; 59; 4,5
20210105;07:10; 57; 4,2
20210105;07:20; 55; 4,2
20210105;07:30; 63; 3,1
20210105;07:40; 79; 1,9
20210105;07:50;127; 2,3
20210105;08:00;208; 4,8
20210105;08:10;230; 5,3
20210105;08:20;233; 5,3
20210105;08:30;233; 3,9
20210105;08:40;241; 3,3
20210105;08:50;241; 2,5
20210105;09:00;242; 2,6
20210105;09:10;216; 1,9
20210105;09:20; 93; 1,9
20210105;09:30; 87; 3,9
20210105;09:40;102; 4,0
20210105;09:50; 90; 2,2
20210105;10:00; 63; 1,8
20210105;10:10; 57; 2,6
20210105;10:20; 77; 3,2
20210105;10:30; 72; 3,4
20210105;10:40; 84; 3,1
20210105;10:50; 93; 1,7
20210105;11:00; 93; 1,6
20210105;11:10; 99; 2,5
20210105;11:20; 99; 1,8
20210105;11:30;110; 4,0
20210105;11:40;110; 3,5
20210105;11:50;103; 2,8
20210105;12:00; 61; 1,7
20210105;12:10; 51; 2,6
20210105;12:20; 52; 2,6
20210105;12:30; 60; 2,7
20210105;12:40; 58; 2,7
20210105;12:50; 77; 3,0
20210105;13:00;106; 2,9
20210105;13:10;202; 4,6
20210105;13:20;193; 4,9
20210105;13:30;182; 7,1
20210105;13:40;178; 6,9
20210105;13:50;177; 7,7
20210105;14:00;176; 7,3
20210105;14:10;172; 6,4
20210105;14:20;166; 6,2
20210105;14:30;169; 6,2
20210105;14:40;170; 5,7
20210105;14:50;175; 6,1
20210105;15:00;173; 6,8
20210105;15:10;173; 7,3
20210105;15:20;179; 6,3
20210105;15:30;174; 6,8
20210105;15:40;173; 7,6
20210105;15:50;169; 8,1
20210105;16:00;170; 7,7
20210105;16:10;171; 8,2
20210105;16:20;173; 8,0
20210105;16:30;172; 8,1
20210105;16:40;174; 9,0
20210105;16:50;174; 9,2
20210105;17:00;166; 7,7
20210105;17:10;168; 7,3
20210105;17:20;163; 6,0
20210105;17:30;168; 5,5
20210105;17:40;171; 5,8
20210105;17:50;182; 5,8
20210105;18:00;209; 7,3
20210105;18:10;209; 7,5
20210105;18:20;210; 7,7
20210105;18:30;209; 7,5
20210105;18:40;212; 7,8
20210105;18:50;213; 7,3
20210105;19:00;215; 8,0
20210105;19:10;214; 8,1
20210105;19:20;214; 8,1
20210105;19:30;217; 8,0
20210105;19:40;211; 8,9
20210105;19:50;217; 8,9
20210105;20:00;216; 8,5
20210105;20:10;219; 9,0
20210105;20:20;219; 9,2
20210105;20:30;217; 8,9
20210105;20:40;210; 9,0
20210105;20:50;209; 9,6
20210105;21:00;214; 9,0
20210105;21:10;210; 8,9
20210105;21:20;207; 9,1
20210105;21:30;211; 9,5
20210105;21:40;214; 9,0
20210105;21:50;212; 9,5
20210105;22:00;210; 9,8
20210105;22:10;206; 8,6
20210105;22:20;198; 7,9
20210105;22:30;196; 7,6
20210105;22:40;207; 8,6
20210105;22:50;206; 8,4
20210105;23:00;195; 7,7
20210105;23:10;190; 9,4
20210105;23:20;187; 8,4
20210105;23:30;190; 9,3
20210105;23:40;185; 9,0
20210105;23:50;187; 9,6
20210106;00:00;185; 8,7
20210106;00:10;190; 9,1
20210106;00:20;189; 8,4
20210106;00:30;193; 9,6
20210106;00:40;194; 8,0
20210106;00:50;201; 9,9
20210106;01:00;201;10,4
20210106;01:10;204;10,6
20210106;01:20;202;10,3
20210106;01:30;203;10,2
20210106;01:40;208; 9,7
20210106;01:50;209;10,2
20210106;02:00;211;10,6
20210106;02:10;211;11,0
20210106;02:20;208;10,4
20210106;02:30;208;11,1
20210106;02:40;201;10,7
20210106;02:50;197;10,1
20210106;03:00;196;10,7
20210106;03:10;206;10,4
20210106;03:20;207; 9,9
20210106;03:30;209;11,1
20210106;03:40;212;10,7
20210106;03:50;213;10,2
20210106;04:00;222;10,3
20210106;04:10;220;10,2
20210106;04:20;219;10,5
20210106;04:30;221;10,3
20210106;04:40;214; 9,6
20210106;04:50;212; 8,9
20210106;05:00;212; 9,8
20210106;05:10;213; 9,7
20210106;05:20;213; 9,7
20210106;05:30;212; 9,2
20210106;05:40;213; 9,6
20210106;05:50;207; 9,3
20210106;06:00;208; 8,7
20210106;06:10;220; 8,9
20210106;06:20;283; 6,3
20210106;06:30;324; 4,2
20210106;06:40;343; 3,1
20210106;06:50;336; 1,6
20210106;07:00;327; 2,4
20210106;07:10;344; 2,3
20210106;07:20; 49; 2,6
20210106;07:30; 76; 2,9
20210106;07:40; 44; 1,7
20210106;07:50;291; 2,0
20210106;08:00;255; 2,1
20210106;08:10;127; 2,5
20210106;08:20;157; 5,8
20210106;08:30;192; 4,0
20210106;08:40;222; 3,9
20210106;08:50;216; 2,6
20210106;09:00;200; 1,9
20210106;09:10;198; 2,8
20210106;09:20;190; 6,3
20210106;09:30;183; 7,2
20210106;09:40;178; 6,4
20210106;09:50;190; 6,4
20210106;10:00;194; 7,8
20210106;10:10;193; 7,8
20210106;10:20;193; 7,7
20210106;10:30;193; 7,9
20210106;10:40;195; 7,7
20210106;10:50;196; 6,6
20210106;11:00;192; 6,8
20210106;11:10;185; 7,0
20210106;11:20;185; 6,5
20210106;11:30;188; 7,0
20210106;11:40;179; 7,5
20210106;11:50;180; 8,0
20210106;12:00;185; 8,1
20210106;12:10;185; 8,1
20210106;12:20;177; 7,6
20210106;12:30;168; 7,8
20210106;12:40;171; 8,5
20210106;12:50;177; 9,2
20210106;13:00;181; 9,5
20210106;13:10;182; 9,6
20210106;13:20;176; 8,8
20210106;13:30;176; 8,0
20210106;13:40;179; 7,4
20210106;13:50;185; 7,2
20210106;14:00;184; 7,5
20210106;14:10;184; 7,1
20210106;14:20;187; 6,8
20210106;14:30;187; 7,7
20210106;14:40;188; 7,3
20210106;14:50;184; 7,6
20210106;15:00;168; 6,8
20210106;15:10;197; 6,8
20210106;15:20;194; 8,2
20210106;15:30;189; 8,3
20210106;15:40;187; 7,6
20210106;15:50;207; 9,2
20210106;16:00;206; 9,0
20210106;16:10;218;10,2
20210106;16:20;222;10,1
20210106;16:30;225; 9,7
20210106;16:40;225; 9,8
20210106;16:50;225; 9,3
20210106;17:00;228; 7,8
20210106;17:10;228; 7,2
20210106;17:20;227; 6,9
20210106;17:30;227; 7,6
20210106;17:40;262; 4,7
20210106;17:50;270; 4,2
20210106;18:00;270; 4,3
20210106;18:10;258; 5,0
20210106;18:20;253; 5,8
20210106;18:30;252; 6,3
20210106;18:40;248; 6,9
20210106;18:50;254; 5,5
20210106;19:00;256; 5,1
20210106;19:10;260; 4,4
20210106;19:20;262; 3,9
20210106;19:30;267; 3,7
20210106;19:40;273; 3,3
20210106;19:50;287; 3,1
20210106;20:00;296; 2,1
20210106;20:10;305; 3,1
20210106;20:20;328; 3,2
20210106;20:30;305; 2,5
20210106;20:40;280; 2,7
20210106;20:50;293; 3,8
20210106;21:00;302; 2,9
20210106;21:10;312; 2,8
20210106;21:20;313; 3,1
20210106;21:30;308; 3,4
20210106;21:40;297; 2,7
20210106;21:50;294; 2,2
20210106;22:00;274; 2,6
20210106;22:10;282; 2,8
20210106;22:20;283; 3,0
20210106;22:30;299; 2,6
20210106;22:40;285; 2,6
20210106;22:50;296; 2,4
20210106;23:00;285; 2,2
20210106;23:10;302; 1,5
20210106;23:20;316; 1,6
20210106;23:30;355; 1,9
20210106;23:40; 25; 2,1
20210106;23:50; 43; 1,5
20210107;00:00; 71; 1,5
20210107;00:10;300; 0,4
20210107;00:20;343; 0,8
20210107;00:30; 49; 1,7
20210107;00:40; 47; 1,4
20210107;00:50; 55; 1,8
20210107;01:00; 26; 1,5
20210107;01:10; 34; 0,7
20210107;01:20;  0; 0,7
20210107;01:30; 12; 0,7
20210107;01:40; 68; 0,8
20210107;01:50; 24; 1,0
20210107;02:00; 36; 1,2
20210107;02:10; 73; 1,9
20210107;02:20; 66; 1,9
20210107;02:30; 76; 2,2
20210107;02:40; 50; 2,3
20210107;02:50; 60; 2,5
20210107;03:00; 38; 2,3
20210107;03:10; 67; 3,0
20210107;03:20; 66; 3,1
20210107;03:30; 73; 2,9
20210107;03:40; 67; 2,8
20210107;03:50; 58; 2,6
20210107;04:00; 21; 1,6
20210107;04:10; 20; 1,2
20210107;04:20;  6; 1,4
20210107;04:30;356; 1,7
20210107;04:40;338; 2,7
20210107;04:50;347; 3,0
20210107;05:00;343; 4,5
20210107;05:10;347; 4,0
20210107;05:20;349; 3,6
20210107;05:30;340; 3,1
20210107;05:40; 15; 1,9
20210107;05:50; 48; 1,2
20210107;06:00; 48; 1,9
20210107;06:10; 44; 2,0
20210107;06:20; 42; 2,5
20210107;06:30; 38; 2,4
20210107;06:40; 46; 2,3
20210107;06:50; 62; 2,5
20210107;07:00; 68; 2,7
20210107;07:10; 68; 2,5
20210107;07:20; 60; 2,0
20210107;07:30; 72; 2,7
20210107;07:40; 61; 1,2
20210107;07:50; 96; 1,8
20210107;08:00; 98; 1,2
20210107;08:10; 71; 1,3
20210107;08:20; 79; 1,8
20210107;08:30; 73; 2,1
20210107;08:40; 76; 2,1
